binomial,photo_url,flower_present,subjectivity,gpt_color
Antennaria neglecta,https://inaturalist-open-data.s3.amazonaws.com/photos/282643574/medium.jpg,YES,LOW,WHITE
Echinodorus berteroi,https://static.inaturalist.org/photos/86270695/medium.jpg,YES,LOW,WHITE
Aesculus flava,https://inaturalist-open-data.s3.amazonaws.com/photos/323047/medium.jpg,YES,MEDIUM,PINK
Ribes viscosissimum,https://static.inaturalist.org/photos/77117429/medium.jpeg,YES,MEDIUM,GREEN
Fallopia cilinodis,https://inaturalist-open-data.s3.amazonaws.com/photos/24888940/medium.jpeg,YES,LOW,WHITE
Vachellia constricta,https://inaturalist-open-data.s3.amazonaws.com/photos/8487537/medium.jpeg,YES,LOW,YELLOW
Hibiscus lasiocarpos,https://inaturalist-open-data.s3.amazonaws.com/photos/41828377/medium.jpeg,YES,LOW,WHITE
Physalis walteri,https://static.inaturalist.org/photos/5608147/medium.jpg,YES,LOW,YELLOW
Phyllanthus urinaria,https://inaturalist-open-data.s3.amazonaws.com/photos/21897713/medium.jpg,YES,LOW,RED
Ranunculus sierrae-orientalis,https://inaturalist-open-data.s3.amazonaws.com/photos/112207087/medium.jpg,YES,LOW,YELLOW
Trichostema gracile,https://inaturalist-open-data.s3.amazonaws.com/photos/102948703/medium.jpg,YES,LOW,PURPLE
Quercus durata,https://inaturalist-open-data.s3.amazonaws.com/photos/101704025/medium.jpg,YES,MEDIUM,BROWN
Lathyrus sphaericus,https://static.inaturalist.org/photos/30214/medium.JPG,YES,LOW,RED
Ranunculus alismifolius,https://inaturalist-open-data.s3.amazonaws.com/photos/257014062/medium.jpeg,YES,LOW,YELLOW
Iris macrosiphon,https://inaturalist-open-data.s3.amazonaws.com/photos/1705604/medium.JPG,YES,LOW,PURPLE
Lobelia floridana,https://static.inaturalist.org/photos/40926375/medium.jpg,YES,LOW,WHITE
Primula parryi,https://inaturalist-open-data.s3.amazonaws.com/photos/245787504/medium.jpg,YES,LOW,PURPLE
Hibiscus coulteri,https://inaturalist-open-data.s3.amazonaws.com/photos/229348413/medium.jpeg,YES,LOW,YELLOW
Viburnum lantana,https://inaturalist-open-data.s3.amazonaws.com/photos/130310/medium.jpg,YES,LOW,WHITE
Hyacinthus orientalis,https://static.inaturalist.org/photos/264582705/medium.jpg,YES,LOW,WHITE
Dimorphocarpa wislizeni,https://inaturalist-open-data.s3.amazonaws.com/photos/33319499/medium.jpeg,YES,LOW,WHITE
Lagophylla ramosissima,https://inaturalist-open-data.s3.amazonaws.com/photos/32205/medium.jpg,YES,LOW,YELLOW
Helianthus decapetalus,https://inaturalist-open-data.s3.amazonaws.com/photos/1014194/medium.jpg,YES,LOW,YELLOW
Euphorbia pediculifera,https://inaturalist-open-data.s3.amazonaws.com/photos/2670465/medium.jpg,YES,LOW,WHITE
Grindelia camporum,https://inaturalist-open-data.s3.amazonaws.com/photos/11663/medium.jpg,YES,LOW,YELLOW
Oenothera lavandulifolia,https://inaturalist-open-data.s3.amazonaws.com/photos/493672/medium.jpg,YES,LOW,YELLOW
Hypericum stragulum,https://inaturalist-open-data.s3.amazonaws.com/photos/8831712/medium.jpg,YES,LOW,YELLOW
Boechera californica,https://inaturalist-open-data.s3.amazonaws.com/photos/18225840/medium.jpg,YES,LOW,PINK
Kalmia hirsuta,https://inaturalist-open-data.s3.amazonaws.com/photos/143311297/medium.jpg,YES,LOW,WHITE
Pseudoziziphus parryi,https://inaturalist-open-data.s3.amazonaws.com/photos/7665742/medium.jpg,NO,LOW,NAN
Lepidium perfoliatum,https://inaturalist-open-data.s3.amazonaws.com/photos/410136/medium.jpg,YES,MEDIUM,GREEN
Triteleia crocea,https://inaturalist-open-data.s3.amazonaws.com/photos/140759101/medium.jpg,YES,LOW,YELLOW
Nemastylis floridana,https://inaturalist-open-data.s3.amazonaws.com/photos/173039121/medium.jpg,YES,LOW,PURPLE
Salvia tiliifolia,https://inaturalist-open-data.s3.amazonaws.com/photos/68058620/medium.jpeg,YES,LOW,BLUE
Erythranthe arvensis,https://static.inaturalist.org/photos/208154120/medium.jpg,YES,LOW,YELLOW
Ageratina aromatica,https://static.inaturalist.org/photos/506374/medium.jpg,YES,LOW,WHITE
Ammannia coccinea,https://inaturalist-open-data.s3.amazonaws.com/photos/99551061/medium.jpg,YES,LOW,PINK
Chorizanthe staticoides,https://inaturalist-open-data.s3.amazonaws.com/photos/12552106/medium.jpeg,YES,LOW,PINK
Lyonia ligustrina,https://inaturalist-open-data.s3.amazonaws.com/photos/146282085/medium.jpg,NO,LOW,NAN
Bidens polylepis,https://inaturalist-open-data.s3.amazonaws.com/photos/4680357/medium.jpg,YES,LOW,YELLOW
Cocculus diversifolius,https://inaturalist-open-data.s3.amazonaws.com/photos/4632932/medium.jpg,NO,LOW,NAN
Flaveria linearis,https://inaturalist-open-data.s3.amazonaws.com/photos/146952165/medium.jpg,YES,LOW,YELLOW
Menispermum canadense,https://inaturalist-open-data.s3.amazonaws.com/photos/120633396/medium.jpg,NO,LOW,NAN
Erythronium revolutum,https://inaturalist-open-data.s3.amazonaws.com/photos/68044484/medium.jpg,YES,LOW,PINK
Galium andrewsii,https://inaturalist-open-data.s3.amazonaws.com/photos/8246153/medium.jpeg,YES,LOW,WHITE
Hylotelephium telephium,https://inaturalist-open-data.s3.amazonaws.com/photos/222625251/medium.jpg,NO,LOW,NAN
Pilea pumila,https://inaturalist-open-data.s3.amazonaws.com/photos/330412024/medium.jpg,NO,LOW,NAN
Crocus tommasinianus,https://inaturalist-open-data.s3.amazonaws.com/photos/9806/medium.jpg,YES,LOW,PURPLE
Chorizanthe rigida,https://inaturalist-open-data.s3.amazonaws.com/photos/7634469/medium.jpg,YES,MEDIUM,GREEN
Vernonia acaulis,https://static.inaturalist.org/photos/2327390/medium.jpg,YES,LOW,PURPLE
Perityle lindheimeri,https://inaturalist-open-data.s3.amazonaws.com/photos/15002274/medium.jpeg,YES,LOW,YELLOW
Triantha glutinosa,https://inaturalist-open-data.s3.amazonaws.com/photos/8627416/medium.jpeg,YES,LOW,WHITE
Sphaeralcea hastulata,https://inaturalist-open-data.s3.amazonaws.com/photos/18425604/medium.jpeg,YES,LOW,ORANGE
Helianthus heterophyllus,https://inaturalist-open-data.s3.amazonaws.com/photos/9002686/medium.jpeg,YES,LOW,YELLOW
Liatris cylindracea,https://inaturalist-open-data.s3.amazonaws.com/photos/98446811/medium.jpg,YES,LOW,PURPLE
Crassula connata,https://inaturalist-open-data.s3.amazonaws.com/photos/3193770/medium.JPG,YES,LOW,RED
Balsamorhiza hookeri,https://inaturalist-open-data.s3.amazonaws.com/photos/7662301/medium.jpg,YES,LOW,YELLOW
Leucaena pulverulenta,https://inaturalist-open-data.s3.amazonaws.com/photos/3230337/medium.jpg,NO,LOW,NAN
Leucospora multifida,https://static.inaturalist.org/photos/2494718/medium.jpg,YES,MEDIUM,BLUE
Caragana arborescens,https://inaturalist-open-data.s3.amazonaws.com/photos/637288/medium.jpg,YES,LOW,YELLOW
Micranthes micranthidifolia,https://inaturalist-open-data.s3.amazonaws.com/photos/125128046/medium.jpeg,YES,MEDIUM,GREEN
Dicoria canescens,https://static.inaturalist.org/photos/3881031/medium.jpg,NO,LOW,NAN
Ipomopsis effusa,https://inaturalist-open-data.s3.amazonaws.com/photos/6918806/medium.jpg,YES,LOW,PINK
Buddleja racemosa,https://inaturalist-open-data.s3.amazonaws.com/photos/144358485/medium.jpg,YES,LOW,WHITE
Oxalis dichondrifolia,https://static.inaturalist.org/photos/1744193/medium.jpg,YES,LOW,YELLOW
Penstemon deustus,https://inaturalist-open-data.s3.amazonaws.com/photos/205938049/medium.jpeg,YES,LOW,WHITE
Dicerandra linearifolia,https://inaturalist-open-data.s3.amazonaws.com/photos/164281987/medium.jpeg,YES,LOW,PURPLE
Vaccinium parvifolium,https://static.inaturalist.org/photos/4855055/medium.jpg,YES,LOW,RED
Ceanothus dentatus,https://static.inaturalist.org/photos/1084570/medium.JPG,YES,LOW,BLUE
Ranunculus orthorhynchus,https://inaturalist-open-data.s3.amazonaws.com/photos/827568/medium.jpg,YES,LOW,YELLOW
Drosera capillaris,https://inaturalist-open-data.s3.amazonaws.com/photos/72862356/medium.jpg,YES,LOW,RED
Pyrola picta,https://inaturalist-open-data.s3.amazonaws.com/photos/2183784/medium.JPG,YES,LOW,WHITE
Floerkea proserpinacoides,https://inaturalist-open-data.s3.amazonaws.com/photos/587110/medium.jpg,NO,LOW,NAN
Euphorbia angusta,https://inaturalist-open-data.s3.amazonaws.com/photos/82404625/medium.jpeg,YES,LOW,WHITE
Hylodesmum pauciflorum,https://inaturalist-open-data.s3.amazonaws.com/photos/17189703/medium.jpg,YES,LOW,WHITE
Aloysia wrightii,https://inaturalist-open-data.s3.amazonaws.com/photos/11300674/medium.jpg,YES,LOW,WHITE
Rubus pensilvanicus,https://inaturalist-open-data.s3.amazonaws.com/photos/70314779/medium.jpg,NO,LOW,NAN
Solidago missouriensis,https://inaturalist-open-data.s3.amazonaws.com/photos/10872638/medium.jpg,YES,LOW,YELLOW
Lathyrus palustris,https://inaturalist-open-data.s3.amazonaws.com/photos/32511442/medium.jpg,YES,LOW,PURPLE
Glandularia gooddingii,https://inaturalist-open-data.s3.amazonaws.com/photos/2776184/medium.jpg,YES,LOW,PURPLE
Gratiola hispida,https://inaturalist-open-data.s3.amazonaws.com/photos/71408484/medium.jpg,YES,LOW,WHITE
Ribes oxyacanthoides,https://inaturalist-open-data.s3.amazonaws.com/photos/2042408/medium.JPG,YES,LOW,WHITE
Ribes nevadense,https://inaturalist-open-data.s3.amazonaws.com/photos/174784/medium.jpg,YES,LOW,PINK
Glandularia quadrangulata,https://static.inaturalist.org/photos/699104/medium.jpg,YES,LOW,WHITE
Fagus grandifolia,https://inaturalist-open-data.s3.amazonaws.com/photos/9216901/medium.jpeg,NO,LOW,NAN
Pyxidanthera barbulata,https://inaturalist-open-data.s3.amazonaws.com/photos/94216885/medium.jpg,YES,LOW,WHITE
Triosteum aurantiacum,https://inaturalist-open-data.s3.amazonaws.com/photos/425656/medium.jpg,YES,LOW,RED
Dyssodia papposa,https://inaturalist-open-data.s3.amazonaws.com/photos/11245528/medium.jpg,YES,LOW,YELLOW
Mosiera longipes,https://inaturalist-open-data.s3.amazonaws.com/photos/19423681/medium.jpg,YES,LOW,WHITE
Neottia bifolia,https://inaturalist-open-data.s3.amazonaws.com/photos/267030/medium.jpg,YES,MEDIUM,BROWN
Pleurocoronis pluriseta,https://static.inaturalist.org/photos/722241/medium.jpg,NO,LOW,NAN
Matelea edwardsensis,https://static.inaturalist.org/photos/309904/medium.jpg,YES,MEDIUM,GREEN
Ranunculus flabellaris,https://inaturalist-open-data.s3.amazonaws.com/photos/274745/medium.jpg,YES,LOW,YELLOW
Ipomoea triloba,https://inaturalist-open-data.s3.amazonaws.com/photos/51981422/medium.jpeg,YES,LOW,PINK
Astragalus laxmannii,https://inaturalist-open-data.s3.amazonaws.com/photos/320429468/medium.jpg,YES,LOW,PURPLE
Ipomopsis tenuituba,https://inaturalist-open-data.s3.amazonaws.com/photos/46373260/medium.jpg,YES,LOW,PINK
Muilla transmontana,https://inaturalist-open-data.s3.amazonaws.com/photos/59777511/medium.jpg,YES,LOW,WHITE
Diplacus bolanderi,https://inaturalist-open-data.s3.amazonaws.com/photos/20342/medium.jpg,YES,LOW,PURPLE
Limonium perezii,https://inaturalist-open-data.s3.amazonaws.com/photos/287560/medium.jpg,YES,LOW,PURPLE
Greeneocharis circumscissa,https://inaturalist-open-data.s3.amazonaws.com/photos/135742944/medium.jpg,NO,LOW,NAN
Eriocaulon compressum,https://static.inaturalist.org/photos/59309083/medium.jpg,YES,MEDIUM,BROWN
Prunus avium,https://inaturalist-open-data.s3.amazonaws.com/photos/67740473/medium.jpg,YES,LOW,WHITE
Aristolochia littoralis,https://inaturalist-open-data.s3.amazonaws.com/photos/145840072/medium.jpeg,YES,LOW,MAROON
Sorbus americana,https://inaturalist-open-data.s3.amazonaws.com/photos/15533/medium.jpg,NO,LOW,NAN
Phytolacca icosandra,https://inaturalist-open-data.s3.amazonaws.com/photos/125027010/medium.jpeg,YES,LOW,PINK
Heliomeris multiflora,https://inaturalist-open-data.s3.amazonaws.com/photos/299566/medium.jpg,YES,LOW,YELLOW
Passiflora pallida,https://inaturalist-open-data.s3.amazonaws.com/photos/116883264/medium.jpg,YES,LOW,GREEN
Viburnum dilatatum,https://inaturalist-open-data.s3.amazonaws.com/photos/130033570/medium.jpg,YES,LOW,WHITE
Lantana montevidensis,https://inaturalist-open-data.s3.amazonaws.com/photos/1497024/medium.JPG,YES,LOW,PINK
Malacothamnus marrubioides,https://inaturalist-open-data.s3.amazonaws.com/photos/5720742/medium.jpg,YES,LOW,PINK
Zanthoxylum fagara,https://static.inaturalist.org/photos/1669284/medium.JPG,YES,LOW,YELLOW
Diplacus graniticola,https://inaturalist-open-data.s3.amazonaws.com/photos/8559312/medium.jpeg,YES,LOW,PINK
Smilax bona-nox,https://static.inaturalist.org/photos/14038317/medium.jpg,NO,LOW,NAN
Solidago pinetorum,https://static.inaturalist.org/photos/2543161/medium.JPG,YES,LOW,YELLOW
Rubus chamaemorus,https://inaturalist-open-data.s3.amazonaws.com/photos/67069629/medium.jpg,NO,LOW,NAN
Nicolletia occidentalis,https://inaturalist-open-data.s3.amazonaws.com/photos/15042148/medium.jpeg,YES,LOW,PINK
Rhizophora mangle,https://inaturalist-open-data.s3.amazonaws.com/photos/125165299/medium.jpg,NO,LOW,NAN
Geum vernum,https://inaturalist-open-data.s3.amazonaws.com/photos/71704371/medium.jpeg,NO,LOW,NAN
Myosotis macrosperma,https://static.inaturalist.org/photos/118329152/medium.jpg,YES,LOW,WHITE
Tiedemannia filiformis,https://inaturalist-open-data.s3.amazonaws.com/photos/11479726/medium.jpeg,YES,LOW,WHITE
Triticum aestivum,https://inaturalist-open-data.s3.amazonaws.com/photos/84606125/medium.jpg,NO,LOW,BROWN
Broussonetia papyrifera,https://inaturalist-open-data.s3.amazonaws.com/photos/142337328/medium.jpg,YES,LOW,ORANGE
Senecio ampullaceus,https://inaturalist-open-data.s3.amazonaws.com/photos/33995498/medium.jpg,YES,LOW,YELLOW
Populus tremuloides,https://inaturalist-open-data.s3.amazonaws.com/photos/26648317/medium.jpeg,NO,LOW,NAN
Cuscuta pacifica,https://inaturalist-open-data.s3.amazonaws.com/photos/23317902/medium.jpeg,YES,LOW,WHITE
Penstemon linarioides,https://inaturalist-open-data.s3.amazonaws.com/photos/26176/medium.jpg,YES,LOW,BLUE
Heteranthera limosa,https://inaturalist-open-data.s3.amazonaws.com/photos/620953/medium.jpg,YES,LOW,PURPLE
Sisymbrium orientale,https://inaturalist-open-data.s3.amazonaws.com/photos/114782801/medium.jpg,YES,LOW,YELLOW
Geranium maderense,https://inaturalist-open-data.s3.amazonaws.com/photos/53129817/medium.jpeg,YES,LOW,PINK
Cenchrus alopecuroides,https://inaturalist-open-data.s3.amazonaws.com/photos/87738518/medium.jpeg,YES,MEDIUM,PURPLE
Thelesperma megapotamicum,https://inaturalist-open-data.s3.amazonaws.com/photos/2776190/medium.jpg,YES,LOW,YELLOW
Oenothera berlandieri,https://inaturalist-open-data.s3.amazonaws.com/photos/8947031/medium.jpeg,YES,LOW,YELLOW
Ranunculus sardous,https://inaturalist-open-data.s3.amazonaws.com/photos/37498081/medium.jpeg,YES,LOW,YELLOW
Amsinckia spectabilis,https://inaturalist-open-data.s3.amazonaws.com/photos/23529605/medium.jpg,YES,LOW,YELLOW
Utricularia foliosa,https://inaturalist-open-data.s3.amazonaws.com/photos/1425995/medium.jpg,YES,LOW,YELLOW
Sidalcea glaucescens,https://inaturalist-open-data.s3.amazonaws.com/photos/15567/medium.jpg,YES,LOW,PINK
Quercus lobata,https://inaturalist-open-data.s3.amazonaws.com/photos/149586607/medium.jpg,NO,LOW,NAN
Crataegus spathulata,https://static.inaturalist.org/photos/356624/medium.jpg,YES,LOW,WHITE
Taraxacum erythrospermum,https://inaturalist-open-data.s3.amazonaws.com/photos/14322330/medium.jpeg,YES,LOW,YELLOW
Xyris fimbriata,https://inaturalist-open-data.s3.amazonaws.com/photos/160575897/medium.jpg,YES,LOW,YELLOW
Rhus microphylla,https://inaturalist-open-data.s3.amazonaws.com/photos/3916474/medium.JPG,NO,LOW,NAN
Gaillardia suavis,https://inaturalist-open-data.s3.amazonaws.com/photos/1583404/medium.JPG,YES,MEDIUM,ORANGE
Lobelia pedunculata,https://inaturalist-open-data.s3.amazonaws.com/photos/262743007/medium.jpeg,YES,LOW,WHITE
Chaenactis douglasii,https://inaturalist-open-data.s3.amazonaws.com/photos/17876/medium.jpg,YES,LOW,PINK
Carphephorus pseudoliatris,https://inaturalist-open-data.s3.amazonaws.com/photos/31044646/medium.jpg,YES,LOW,PURPLE
Symphyotrichum firmum,https://inaturalist-open-data.s3.amazonaws.com/photos/2762428/medium.jpg,YES,LOW,WHITE
Chamaesaracha edwardsiana,https://static.inaturalist.org/photos/18104212/medium.jpeg,YES,LOW,YELLOW
Allotropa virgata,https://inaturalist-open-data.s3.amazonaws.com/photos/6749273/medium.jpeg,YES,LOW,PINK
Eriogonum pusillum,https://inaturalist-open-data.s3.amazonaws.com/photos/116127628/medium.jpg,YES,LOW,YELLOW
Downingia insignis,https://inaturalist-open-data.s3.amazonaws.com/photos/14113/medium.jpg,YES,LOW,BLUE
Lachnocaulon anceps,https://static.inaturalist.org/photos/127066632/medium.jpeg,YES,LOW,WHITE
Sidalcea diploscypha,https://inaturalist-open-data.s3.amazonaws.com/photos/350292/medium.jpg,YES,LOW,PINK
Euphorbia antisyphilitica,https://inaturalist-open-data.s3.amazonaws.com/photos/3951489/medium.JPG,YES,MEDIUM,MAROON
Bistorta vivipara,https://inaturalist-open-data.s3.amazonaws.com/photos/213643913/medium.jpeg,NO,LOW,NAN
Vernonia angustifolia,https://inaturalist-open-data.s3.amazonaws.com/photos/8798024/medium.jpg,YES,LOW,PINK
Operculina pinnatifida,https://inaturalist-open-data.s3.amazonaws.com/photos/10316137/medium.jpeg,YES,LOW,WHITE
Hypericum fasciculatum,https://static.inaturalist.org/photos/2198665/medium.jpg,YES,LOW,YELLOW
Mecardonia procumbens,https://inaturalist-open-data.s3.amazonaws.com/photos/27855968/medium.jpeg,YES,LOW,YELLOW
Rubus pedatus,https://inaturalist-open-data.s3.amazonaws.com/photos/8919145/medium.jpeg,YES,LOW,WHITE
Condalia hookeri,https://inaturalist-open-data.s3.amazonaws.com/photos/2163700/medium.jpg,YES,MEDIUM,GREEN
Phacelia douglasii,https://inaturalist-open-data.s3.amazonaws.com/photos/13150/medium.jpg,YES,LOW,PURPLE
Penstemon rydbergii,https://inaturalist-open-data.s3.amazonaws.com/photos/4247616/medium.jpg,YES,LOW,BLUE
Lycium brevipes,https://static.inaturalist.org/photos/6536920/medium.jpg,YES,LOW,PURPLE
Balduina uniflora,https://inaturalist-open-data.s3.amazonaws.com/photos/71412655/medium.jpg,YES,LOW,YELLOW
Galium asprellum,https://static.inaturalist.org/photos/254815546/medium.jpeg,YES,LOW,WHITE
Leptarrhena pyrolifolia,https://inaturalist-open-data.s3.amazonaws.com/photos/121272/medium.jpg,YES,LOW,PINK
Tulipa sylvestris,https://inaturalist-open-data.s3.amazonaws.com/photos/76853945/medium.jpeg,YES,LOW,YELLOW
Oenothera perennis,https://inaturalist-open-data.s3.amazonaws.com/photos/2825923/medium.jpg,YES,LOW,YELLOW
Lythrum flagellare,https://inaturalist-open-data.s3.amazonaws.com/photos/2666484/medium.jpg,YES,LOW,PINK
Sorbaria sorbifolia,https://inaturalist-open-data.s3.amazonaws.com/photos/83957835/medium.jpg,YES,LOW,WHITE
Acer saccharum,https://inaturalist-open-data.s3.amazonaws.com/photos/299243032/medium.jpg,NO,LOW,NAN
Ellisia nyctelea,https://inaturalist-open-data.s3.amazonaws.com/photos/2156392/medium.jpg,YES,LOW,WHITE
Acmispon grandiflorus,https://static.inaturalist.org/photos/38419751/medium.jpg,YES,LOW,PINK
Eucrypta micrantha,https://inaturalist-open-data.s3.amazonaws.com/photos/2668088/medium.jpg,YES,LOW,PURPLE
Diervilla sessilifolia,https://static.inaturalist.org/photos/12166746/medium.jpeg,YES,LOW,GREEN
Dyschoriste linearis,https://inaturalist-open-data.s3.amazonaws.com/photos/18787803/medium.jpeg,YES,LOW,PURPLE
Prunus persica,https://inaturalist-open-data.s3.amazonaws.com/photos/318368255/medium.jpg,NO,LOW,NAN
Euphorbia spathulata,https://inaturalist-open-data.s3.amazonaws.com/photos/6742272/medium.jpeg,YES,LOW,GREEN
Xyris baldwiniana,https://inaturalist-open-data.s3.amazonaws.com/photos/130580434/medium.jpg,YES,LOW,YELLOW
Senna wislizeni,https://inaturalist-open-data.s3.amazonaws.com/photos/82428826/medium.jpeg,YES,LOW,YELLOW
Arctostaphylos stanfordiana,https://inaturalist-open-data.s3.amazonaws.com/photos/247569/medium.jpg,YES,LOW,PINK
Lepidium nitidum,https://inaturalist-open-data.s3.amazonaws.com/photos/11686/medium.jpg,YES,LOW,PURPLE
Eurybia conspicua,https://inaturalist-open-data.s3.amazonaws.com/photos/21668797/medium.jpeg,YES,LOW,PURPLE
Chrysolepis sempervirens,https://inaturalist-open-data.s3.amazonaws.com/photos/24325919/medium.jpeg,YES,LOW,YELLOW
Anemone cylindrica,https://inaturalist-open-data.s3.amazonaws.com/photos/46315083/medium.jpeg,YES,LOW,GREEN
Phlox nana,https://inaturalist-open-data.s3.amazonaws.com/photos/49483505/medium.jpg,YES,LOW,PINK
Brodiaea nana,https://inaturalist-open-data.s3.amazonaws.com/photos/74478062/medium.jpg,YES,LOW,PURPLE
Euploca polyphylla,https://static.inaturalist.org/photos/28431777/medium.jpg,YES,LOW,YELLOW
